"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"6","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\InFlightRequests.java","3","78","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"7","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\InFlightRequests.java","3","89","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"8","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\InFlightRequests.java","3","90","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"9","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\InFlightRequests.java","3","90","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"10","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\InFlightRequests.java","3","90","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"11","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\InFlightRequests.java","3","90","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"12","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\InFlightRequests.java","3","100","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"13","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\InFlightRequests.java","3","139","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"14","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\InFlightRequests.java","3","140","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\KafkaClient.java","3","25","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\Metadata.java","3","36","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","49","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","207","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","241","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","282","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"5","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","284","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"6","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","284","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"7","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","285","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Design","AvoidCatchingGenericException"
"8","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","358","The method 'leastLoadedNode(long)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"9","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","363","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"10","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","367","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"11","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","368","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"12","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","371","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"13","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","384","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"14","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","385","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"15","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","427","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"16","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","441","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"17","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","460","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"18","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","460","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"19","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","460","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"20","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","461","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"21","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","461","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"22","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","461","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"23","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","462","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"24","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","463","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"25","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","463","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"26","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","544","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"27","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","574","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"28","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","574","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"29","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","586","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"30","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","586","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"31","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","588","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"32","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","614","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"33","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","626","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"34","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","631","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"35","org.apache.kafka.clients","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java","3","631","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\Consumer.java","3","32","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\ConsumerConfig.java","3","329","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\ConsumerConfig.java","3","331","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\ConsumerRecord.java","3","19","The class 'ConsumerRecord' is suspected to be a Data Class (WOC=14.286%, NOPA=0, NOAM=5, WMC=9)","Design","DataClass"
"1","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\ConsumerRecords.java","3","60","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\ConsumerRecords.java","3","60","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\ConsumerRecords.java","3","106","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java","3","13","A high number of imports can indicate a high degree of coupling within an object.","Design","ExcessiveImports"
"2","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java","3","430","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java","3","448","Perhaps 'retryBackoffMs' could be replaced by a local variable.","Design","SingularField"
"4","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java","3","522","Avoid really long methods.","Design","ExcessiveMethodLength"
"5","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java","3","826","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"6","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java","3","875","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"7","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java","3","1113","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"8","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java","3","1148","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"9","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java","3","1153","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"10","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java","3","1292","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java","3","43","Possible God Class (WMC=75, ATFD=20, TCC=32.119%)","Design","GodClass"
"2","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java","3","43","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java","3","48","Private field 'paused' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"4","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java","3","53","Private field 'pollTasks' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"5","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java","3","56","Private field 'wakeup' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"6","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java","3","99","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"7","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java","3","100","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"8","org.apache.kafka.clients.consumer","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\3 Apache Kafka\kafka-2016-1\kafka-b905d489188768ba1c55226857db9713b9272918\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java","3","126","The method 'poll(long)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
