"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","33","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","37","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"3","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","40","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","43","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"5","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","46","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"6","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","49","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"7","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","54","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"8","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","57","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"9","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","60","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"10","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","63","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"11","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","66","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"12","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","71","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"13","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","74","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"14","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","77","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"15","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","80","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"16","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","83","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"17","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","88","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"18","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","91","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"19","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","94","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"20","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","97","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"21","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","100","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"22","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","104","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"23","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","107","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"24","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","110","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"25","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","113","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"26","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","118","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"27","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","121","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"28","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","124","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"29","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","127","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"30","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","130","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"31","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","144","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"32","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","151","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"33","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","151","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"34","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","152","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"35","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","152","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"36","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","154","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"37","io.dropwizard.assets","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-assets\src\test\java\io\dropwizard\assets\AssetsBundleTest.java","3","155","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\AuthDynamicFeature.java","3","53","The method 'configure(ResourceInfo, FeatureContext)' has a cognitive complexity of 16, current threshold is 15","Design","CognitiveComplexity"
"2","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\AuthDynamicFeature.java","3","76","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\AuthDynamicFeature.java","3","77","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\AuthFilter.java","3","139","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\AuthFilter.java","3","143","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"3","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\AuthFilter.java","3","145","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\AuthValueFactoryProvider.java","3","54","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\AuthValueFactoryProvider.java","3","87","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\AuthValueFactoryProvider.java","3","87","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthenticator.java","3","109","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthenticator.java","3","109","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthenticator.java","3","109","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthenticator.java","3","109","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","96","Ternary operators that can be simplified with || or &&","Design","SimplifiedTernary"
"2","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","126","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","126","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","126","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"5","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","126","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"6","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","140","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"7","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","140","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"8","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","140","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"9","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","140","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"10","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","153","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"11","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","153","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"12","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","153","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"13","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\CachingAuthorizer.java","3","153","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\DefaultUnauthorizedHandler.java","3","12","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\DefaultUnauthorizedHandler.java","3","12","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\DefaultUnauthorizedHandler.java","3","12","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","io.dropwizard.auth","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\5 dropwizard\dropwizard-2020-1\dropwizard-1ae6ea6a62329d3715fa62d3f85b620178f8da9b\dropwizard-auth\src\main\java\io\dropwizard\auth\DefaultUnauthorizedHandler.java","3","12","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
