"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.ai.cloud.skywalking.example.account.manage.impl","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\manage\impl\AccountMaintainServiceImpl.java","3","19","Private field 'logger' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"2","com.ai.cloud.skywalking.example.account.manage.impl","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\manage\impl\AccountMaintainServiceImpl.java","3","26","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","com.ai.cloud.skywalking.example.account.manage.impl","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\manage\impl\AccountMaintainServiceImpl.java","3","29","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","com.ai.cloud.skywalking.example.account.manage.impl","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\manage\impl\AccountMaintainServiceImpl.java","3","37","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"5","com.ai.cloud.skywalking.example.account.manage.impl","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\manage\impl\AccountMaintainServiceImpl.java","3","39","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Design","AvoidCatchingGenericException"
"1","com.ai.cloud.skywalking.example.account.model","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\model\CommonsHttpResult.java","3","3","The class 'CommonsHttpResult' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=4, WMC=4)","Design","DataClass"
"1","com.ai.cloud.skywalking.example.account.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\util\DubboStart.java","3","5","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"1","com.ai.cloud.skywalking.example.account.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\util\HttpClientUtil.java","3","23","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"2","com.ai.cloud.skywalking.example.account.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\util\HttpClientUtil.java","3","36","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","com.ai.cloud.skywalking.example.account.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\util\HttpClientUtil.java","3","36","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"4","com.ai.cloud.skywalking.example.account.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\util\HttpClientUtil.java","3","39","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"5","com.ai.cloud.skywalking.example.account.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\util\HttpClientUtil.java","1","46","Avoid throwing raw exception types.","Design","AvoidThrowingRawExceptionTypes"
"6","com.ai.cloud.skywalking.example.account.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\util\HttpClientUtil.java","3","46","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"7","com.ai.cloud.skywalking.example.account.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-impl\src\main\java\com\ai\cloud\skywalking\example\account\util\HttpClientUtil.java","3","47","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","com.ai.cloud.skywalking.example.account.dubbo.interfaces.param","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\account-application\account-interfaces\src\main\java\com\ai\cloud\skywalking\example\account\dubbo\interfaces\param\AccountInfo.java","3","14","The class 'AccountInfo' is suspected to be a Data Class (WOC=0.000%, NOPA=2, NOAM=4, WMC=4)","Design","DataClass"
"1","com.ai.cloud.skywalking.example.mail.controller","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\mail-application\src\main\java\com\ai\cloud\skywalking\example\mail\controller\MaillController.java","3","18","Private field 'logger' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"2","com.ai.cloud.skywalking.example.mail.controller","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\mail-application\src\main\java\com\ai\cloud\skywalking\example\mail\controller\MaillController.java","3","40","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Design","AvoidCatchingGenericException"
"1","com.ai.cloud.skywalking.example.mail.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\mail-application\src\main\java\com\ai\cloud\skywalking\example\mail\util\SendeUtil.java","3","13","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"2","com.ai.cloud.skywalking.example.mail.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\mail-application\src\main\java\com\ai\cloud\skywalking\example\mail\util\SendeUtil.java","3","20","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"3","com.ai.cloud.skywalking.example.mail.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\mail-application\src\main\java\com\ai\cloud\skywalking\example\mail\util\SendeUtil.java","3","21","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"4","com.ai.cloud.skywalking.example.mail.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\mail-application\src\main\java\com\ai\cloud\skywalking\example\mail\util\SendeUtil.java","3","22","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"5","com.ai.cloud.skywalking.example.mail.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\mail-application\src\main\java\com\ai\cloud\skywalking\example\mail\util\SendeUtil.java","3","25","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"6","com.ai.cloud.skywalking.example.mail.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\mail-application\src\main\java\com\ai\cloud\skywalking\example\mail\util\SendeUtil.java","3","25","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"7","com.ai.cloud.skywalking.example.mail.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\mail-application\src\main\java\com\ai\cloud\skywalking\example\mail\util\SendeUtil.java","3","26","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.ai.cloud.skywalking.example.order.dao.mapper.bo","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\dao\mapper\bo\TOrder.java","3","3","The class 'TOrder' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=10, WMC=13)","Design","DataClass"
"1","com.ai.cloud.skywalking.example.order.dao.mapper.bo","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\dao\mapper\bo\TOrderCriteria.java","3","1","This class has a bunch of public methods and attributes","Design","ExcessivePublicCount"
"2","com.ai.cloud.skywalking.example.order.dao.mapper.bo","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\dao\mapper\bo\TOrderCriteria.java","3","6","The class 'TOrderCriteria' is suspected to be a Data Class (WOC=28.571%, NOPA=0, NOAM=9, WMC=16)","Design","DataClass"
"3","com.ai.cloud.skywalking.example.order.dao.mapper.bo","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\dao\mapper\bo\TOrderCriteria.java","3","86","The class 'GeneratedCriteria' has a total cyclomatic complexity of 80 (highest 4).","Design","CyclomaticComplexity"
"4","com.ai.cloud.skywalking.example.order.dao.mapper.bo","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\dao\mapper\bo\TOrderCriteria.java","3","86","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"5","com.ai.cloud.skywalking.example.order.dao.mapper.bo","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\dao\mapper\bo\TOrderCriteria.java","1","108","Avoid throwing raw exception types.","Design","AvoidThrowingRawExceptionTypes"
"6","com.ai.cloud.skywalking.example.order.dao.mapper.bo","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\dao\mapper\bo\TOrderCriteria.java","1","115","Avoid throwing raw exception types.","Design","AvoidThrowingRawExceptionTypes"
"7","com.ai.cloud.skywalking.example.order.dao.mapper.bo","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\dao\mapper\bo\TOrderCriteria.java","1","122","Avoid throwing raw exception types.","Design","AvoidThrowingRawExceptionTypes"
"8","com.ai.cloud.skywalking.example.order.dao.mapper.bo","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\dao\mapper\bo\TOrderCriteria.java","3","465","The class 'Criterion' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=14)","Design","DataClass"
"1","com.ai.cloud.skywalking.example.order.dao.mapper.interfaces","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\dao\mapper\interfaces\TOrderMapper.java","3","8","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.ai.cloud.skywalking.example.order.impl","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\impl\OrderMaintainImpl.java","1","47","Avoid throwing raw exception types.","Design","AvoidThrowingRawExceptionTypes"
"1","com.ai.cloud.skywalking.example.order.model","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\model\CommonsHttpResult.java","3","3","The class 'CommonsHttpResult' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=4, WMC=4)","Design","DataClass"
"1","com.ai.cloud.skywalking.example.order.service.impl","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\service\impl\OrderManageImpl.java","3","31","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.ai.cloud.skywalking.example.order.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\util\DubboStart.java","3","5","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"1","com.ai.cloud.skywalking.example.order.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\util\OrderIdGenerator.java","3","5","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"2","com.ai.cloud.skywalking.example.order.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\util\OrderIdGenerator.java","3","7","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","com.ai.cloud.skywalking.example.order.util","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-impl\src\main\java\com\ai\cloud\skywalking\example\order\util\OrderIdGenerator.java","3","7","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","com.ai.cloud.skywalking.example.order.interfaces.parameter","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\order-application\order-interfaces\src\main\java\com\ai\cloud\skywalking\example\order\interfaces\parameter\OrderInfo.java","3","5","The class 'OrderInfo' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=8)","Design","DataClass"
"1","com.ai.cloud.skywalking.example.resource.dao","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\resources-application\resource-impl\src\main\java\com\ai\cloud\skywalking\example\resource\dao\ResourceDAO.java","3","35","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","com.ai.cloud.skywalking.example.resource.dao","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\resources-application\resource-impl\src\main\java\com\ai\cloud\skywalking\example\resource\dao\ResourceDAO.java","3","36","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"3","com.ai.cloud.skywalking.example.resource.dao","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\resources-application\resource-impl\src\main\java\com\ai\cloud\skywalking\example\resource\dao\ResourceDAO.java","3","37","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"4","com.ai.cloud.skywalking.example.resource.dao","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\resources-application\resource-impl\src\main\java\com\ai\cloud\skywalking\example\resource\dao\ResourceDAO.java","3","38","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"5","com.ai.cloud.skywalking.example.resource.dao","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\resources-application\resource-impl\src\main\java\com\ai\cloud\skywalking\example\resource\dao\ResourceDAO.java","3","50","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"6","com.ai.cloud.skywalking.example.resource.dao","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\resources-application\resource-impl\src\main\java\com\ai\cloud\skywalking\example\resource\dao\ResourceDAO.java","3","51","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"7","com.ai.cloud.skywalking.example.resource.dao","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\resources-application\resource-impl\src\main\java\com\ai\cloud\skywalking\example\resource\dao\ResourceDAO.java","3","52","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"8","com.ai.cloud.skywalking.example.resource.dao","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\resources-application\resource-impl\src\main\java\com\ai\cloud\skywalking\example\resource\dao\ResourceDAO.java","3","64","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"9","com.ai.cloud.skywalking.example.resource.dao","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\resources-application\resource-impl\src\main\java\com\ai\cloud\skywalking\example\resource\dao\ResourceDAO.java","3","65","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"10","com.ai.cloud.skywalking.example.resource.dao","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\9. Skywalking\skywalking-2016-1\skywalking-c1a90c9b7f26cce27e6fa13ecf055dd78eff1163\samples\skywalking-example\resources-application\resource-impl\src\main\java\com\ai\cloud\skywalking\example\resource\dao\ResourceDAO.java","3","66","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
