"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"11","org.signal.signing","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\buildSrc\src\main\java\org\signal\signing\ApkSignerUtil.java","3","131","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"12","org.signal.signing","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\buildSrc\src\main\java\org\signal\signing\ApkSignerUtil.java","3","135","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationContext.java","3","17","A high number of imports can indicate a high degree of coupling within an object.","Design","ExcessiveImports"
"2","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationContext.java","3","82","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationContext.java","3","90","Perhaps 'incomingMessageObserver' could be replaced by a local variable.","Design","SingularField"
"4","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationContext.java","3","121","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"5","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationContext.java","3","121","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"6","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationContext.java","3","205","Potential violation of Law of Demeter (static property access)","Design","LawOfDemeter"
"7","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationContext.java","3","268","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"8","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationContext.java","3","268","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","86","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","86","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","86","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","104","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"5","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","105","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"6","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","111","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"7","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","195","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"8","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","211","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"9","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","212","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"10","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","232","Private field 'category' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"11","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","239","The method 'onPreferenceClick(Preference)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"12","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","273","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"13","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","274","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"14","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","275","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"15","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","276","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"16","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","277","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"17","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ApplicationPreferencesActivity.java","3","290","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BaseActionBarActivity.java","3","58","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BaseActionBarActivity.java","3","60","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BaseActionBarActivity.java","3","72","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"4","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BaseActionBarActivity.java","3","73","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"5","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BaseActionBarActivity.java","3","83","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"6","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BaseActionBarActivity.java","3","91","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BasicIntroFragment.java","3","37","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BasicIntroFragment.java","3","38","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BasicIntroFragment.java","3","39","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BasicIntroFragment.java","3","48","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"5","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BasicIntroFragment.java","3","49","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"6","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BasicIntroFragment.java","3","50","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BlockedContactsActivity.java","3","43","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BlockedContactsActivity.java","3","44","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BlockedContactsActivity.java","3","78","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BlockedContactsActivity.java","3","84","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"5","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BlockedContactsActivity.java","3","110","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"6","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\BlockedContactsActivity.java","3","126","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ConfirmIdentityDialog.java","3","77","The class 'AcceptListener' has a Modified Cyclomatic Complexity of 10 (Highest = 17).","Design","ModifiedCyclomaticComplexity"
"2","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ConfirmIdentityDialog.java","3","77","The class 'AcceptListener' has a Standard Cyclomatic Complexity of 10 (Highest = 17).","Design","StdCyclomaticComplexity"
"3","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ConfirmIdentityDialog.java","3","91","The method 'onClick' has a Modified Cyclomatic Complexity of 17.","Design","ModifiedCyclomaticComplexity"
"4","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ConfirmIdentityDialog.java","3","91","The method 'onClick' has a Standard Cyclomatic Complexity of 17.","Design","StdCyclomaticComplexity"
"5","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ConfirmIdentityDialog.java","3","91","The method 'onClick(DialogInterface, int)' has a cognitive complexity of 28, current threshold is 15","Design","CognitiveComplexity"
"6","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ConfirmIdentityDialog.java","3","91","The method 'onClick(DialogInterface, int)' has an NPath complexity of 360, current threshold is 200","Design","NPathComplexity"
"7","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ConfirmIdentityDialog.java","3","143","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"8","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ConfirmIdentityDialog.java","3","169","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"9","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ConfirmIdentityDialog.java","3","169","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionActivity.java","3","64","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionActivity.java","3","67","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"3","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionActivity.java","3","93","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionActivity.java","3","94","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"5","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionActivity.java","3","95","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"6","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionActivity.java","3","96","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"7","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionActivity.java","3","100","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"8","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionActivity.java","3","144","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"9","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionActivity.java","3","145","Potential violation of Law of Demeter (static property access)","Design","LawOfDemeter"
"10","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionActivity.java","3","146","Potential violation of Law of Demeter (static property access)","Design","LawOfDemeter"
"1","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionListFragment.java","3","17","A high number of imports can indicate a high degree of coupling within an object.","Design","ExcessiveImports"
"2","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionListFragment.java","3","70","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","org.thoughtcrime.securesms","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\10 Signal Android\Signal-Android-2019-1\Signal-Android-1c3052a580f8d40f235f0e3d2da9c4cda2f3860e\src\org\thoughtcrime\securesms\ContactSelectionListFragment.java","3","102","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
