"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"12","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractIndentationTestSupport.java","3","174","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"13","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractIndentationTestSupport.java","3","174","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"14","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractIndentationTestSupport.java","3","177","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"15","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractIndentationTestSupport.java","3","186","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"16","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractIndentationTestSupport.java","3","191","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"17","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractIndentationTestSupport.java","3","196","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","20","A high number of imports can indicate a high degree of coupling within an object.","Design","ExcessiveImports"
"2","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","145","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"3","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","150","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"4","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","151","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"5","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","173","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"6","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","190","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"7","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","191","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"8","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","192","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"9","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","211","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"10","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","240","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"11","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","260","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"12","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","280","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"13","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","280","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"14","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","281","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"15","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","281","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"16","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","356","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"17","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","363","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"18","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","363","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"19","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","363","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"20","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","402","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"21","com.google.checkstyle.test.base","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\base\AbstractModuleTestSupport.java","3","425","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter3filestructure.rule332nolinewrap","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter3filestructure\rule332nolinewrap\NoLineWrapTest.java","3","64","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"1","com.google.checkstyle.test.chapter4formatting.rule462horizontalwhitespace","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter4formatting\rule462horizontalwhitespace\GenericWhitespaceTest.java","3","42","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","com.google.checkstyle.test.chapter4formatting.rule462horizontalwhitespace","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter4formatting\rule462horizontalwhitespace\GenericWhitespaceTest.java","3","76","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"3","com.google.checkstyle.test.chapter4formatting.rule462horizontalwhitespace","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter4formatting\rule462horizontalwhitespace\GenericWhitespaceTest.java","3","114","A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"1","com.google.checkstyle.test.chapter4formatting.rule462horizontalwhitespace","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter4formatting\rule462horizontalwhitespace\ParenPadTest.java","3","36","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","com.google.checkstyle.test.chapter4formatting.rule462horizontalwhitespace","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter4formatting\rule462horizontalwhitespace\WhitespaceAroundTest.java","3","42","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule51identifiernames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule51identifiernames\CatchParameterNameTest.java","3","40","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","com.google.checkstyle.test.chapter5naming.rule51identifiernames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule51identifiernames\CatchParameterNameTest.java","3","41","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule521packagenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule521packagenames\PackageNameTest.java","3","60","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","com.google.checkstyle.test.chapter5naming.rule521packagenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule521packagenames\PackageNameTest.java","3","61","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"3","com.google.checkstyle.test.chapter5naming.rule521packagenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule521packagenames\PackageNameTest.java","3","77","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"4","com.google.checkstyle.test.chapter5naming.rule521packagenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule521packagenames\PackageNameTest.java","3","78","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"5","com.google.checkstyle.test.chapter5naming.rule521packagenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule521packagenames\PackageNameTest.java","3","94","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"6","com.google.checkstyle.test.chapter5naming.rule521packagenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule521packagenames\PackageNameTest.java","3","95","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule522typenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule522typenames\TypeNameTest.java","3","41","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule523methodnames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule523methodnames\MethodNameTest.java","3","41","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule525nonconstantfieldnames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule525nonconstantfieldnames\MemberNameTest.java","3","41","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","com.google.checkstyle.test.chapter5naming.rule525nonconstantfieldnames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule525nonconstantfieldnames\MemberNameTest.java","3","42","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"3","com.google.checkstyle.test.chapter5naming.rule525nonconstantfieldnames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule525nonconstantfieldnames\MemberNameTest.java","3","68","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"4","com.google.checkstyle.test.chapter5naming.rule525nonconstantfieldnames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule525nonconstantfieldnames\MemberNameTest.java","3","69","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule526parameternames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule526parameternames\LambdaParameterNameTest.java","3","41","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","com.google.checkstyle.test.chapter5naming.rule526parameternames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule526parameternames\LambdaParameterNameTest.java","3","42","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule526parameternames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule526parameternames\ParameterNameTest.java","3","41","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","com.google.checkstyle.test.chapter5naming.rule526parameternames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule526parameternames\ParameterNameTest.java","3","42","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule527localvariablenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule527localvariablenames\LocalVariableNameTest.java","3","41","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","com.google.checkstyle.test.chapter5naming.rule527localvariablenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule527localvariablenames\LocalVariableNameTest.java","3","42","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"3","com.google.checkstyle.test.chapter5naming.rule527localvariablenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule527localvariablenames\LocalVariableNameTest.java","3","65","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"4","com.google.checkstyle.test.chapter5naming.rule527localvariablenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule527localvariablenames\LocalVariableNameTest.java","3","66","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule528typevariablenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule528typevariablenames\ClassTypeParameterNameTest.java","3","41","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","com.google.checkstyle.test.chapter5naming.rule528typevariablenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule528typevariablenames\ClassTypeParameterNameTest.java","3","42","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule528typevariablenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule528typevariablenames\InterfaceTypeParameterNameTest.java","3","41","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2","com.google.checkstyle.test.chapter5naming.rule528typevariablenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule528typevariablenames\InterfaceTypeParameterNameTest.java","3","42","Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"1","com.google.checkstyle.test.chapter5naming.rule528typevariablenames","F:\REZA IMPORTANT\Reza\Study Material\UTEP\RA\Software Repositories\6. Checkstyle\checkstyle-2019-1\checkstyle-a262bad94bb4aa5786a2c47582021dc1189208ec\src\it\java\com\google\checkstyle\test\chapter5naming\rule528typevariablenames\MethodTypeParameterNameTest.java","3","43","Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
